Budget (in dollars),Age,Gender,Education_Level,With children?,Recommended_Activity
148.0,22.0,Female,High School Grad,1,Play: Visit a movie theater
206.0,23.0,Female,High School Grad,1,Play: Go shopping
284.0,21.0,Other,NA,NA,Play: Go shopping
219.0,23.0,Male,High School Grad,0,Play: Visit a movie theater
279.0,19.0,Female,NA,1,Play: Go shopping
963.0,36.0,Male,Master’s Degree,1,Play: Go shopping
229.0,22.0,Other,Did Not Graduate HS,NA,Play: Go shopping
283.0,21.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
281.0,22.0,Other,NA,1,Play: Go shopping
44.0,18.0,Male,Other,1,Play: Go shopping
124.0,22.0,Non-binary,NA,1,Play: Visit a movie theater
211.0,22.0,Non-binary,Other,1,Play: Visit a movie theater
273.0,21.0,Transgender,High School Grad,0,Play: Go shopping
4189.0,61.0,Female,Master’s Degree,1,Stay in: Color
2871.0,28.0,Non-binary,Bachelor’s Degree,0,Explore: Visit a park
79.0,23.0,Male,NA,NA,Play: Visit a movie theater
271.0,22.0,Non-binary,High School Grad,1,Play: Visit a movie theater
1642.0,33.0,Other,Master’s Degree,1,Learn: Visit a library
43.0,20.0,Male,NA,1,Play: Visit a movie theater
13.0,18.0,Female,Other,1,Play: Visit a movie theater
677.0,59.0,Female,Master’s Degree,1,Learn: Visit a library
4799.0,45.0,Male,Bachelor’s Degree,1,Stay in: Play a game
1156.0,33.0,Non-binary,Master’s Degree,0,Play: Visit a movie theater
3324.0,33.0,Female,Bachelor’s Degree,1,Play: Visit a movie theater
3246.0,31.0,Male,Bachelor’s Degree,0,Play: Go shopping
631.0,51.0,Other,Bachelor’s Degree,NA,Explore: Go sightseeing
1003.0,71.0,Female,Bachelor’s Degree,1,Explore: Visit a park
2100.0,50.0,Female,Master’s Degree,1,Learn: Visit a library
273.0,23.0,Non-binary,NA,NA,Play: Go shopping
2633.0,40.0,Non-binary,Bachelor’s Degree,0,Stay in: Color
82.0,23.0,Male,Other,NA,Play: Go shopping
660.0,58.0,Transgender,Master’s Degree,0,Explore: Visit a park
259.0,38.0,Male,High School Grad,1,Stay in: Watch calming TV
520.0,30.0,Female,Master’s Degree,1,Play: Go shopping
252.0,18.0,NA,High School Grad,1,Play: Go shopping
2823.0,28.0,NA,Master’s Degree,1,Explore: Go sightseeing
180.0,21.0,Transgender,Other,1,Play: Visit a movie theater
3943.0,32.0,Other,Bachelor’s Degree,NA,Explore: Hike
761.0,88.0,Transgender,Master’s Degree,1,Explore: Go sightseeing
24.0,21.0,Male,Did Not Graduate HS,1,Play: Visit a movie theater
26.0,21.0,Male,Did Not Graduate HS,NA,Play: Go shopping
1570.0,35.0,NA,Bachelor’s Degree,0,Stay in: Play a game
102.0,18.0,NA,NA,1,Play: Go shopping
1083.0,38.0,NA,Bachelor’s Degree,0,Explore: Go sightseeing
187.0,21.0,Non-binary,NA,0,Play: Go shopping
581.0,31.0,Non-binary,Master’s Degree,0,Explore: Visit a park
2544.0,33.0,Male,Master’s Degree,NA,Explore: Hike
3851.0,70.0,Non-binary,Bachelor’s Degree,NA,Explore: Hike
922.0,38.0,Non-binary,Bachelor’s Degree,0,Explore: Hike
138.0,23.0,Female,High School Grad,1,Play: Go shopping
4501.0,41.0,Transgender,Master’s Degree,1,Stay in: Play a game
151.0,22.0,Non-binary,NA,0,Play: Go shopping
260.0,18.0,Male,NA,1,Play: Go shopping
4692.0,38.0,Other,Bachelor’s Degree,1,Explore: Hike
2424.0,35.0,Non-binary,Bachelor’s Degree,1,Stay in: Color
3550.0,31.0,Male,Bachelor’s Degree,0,Stay in: Play a game
257.0,19.0,Non-binary,NA,0,Play: Go shopping
134.0,22.0,Other,Other,NA,Play: Visit a movie theater
4206.0,35.0,Female,Master’s Degree,1,Explore: Go sightseeing
4857.0,53.0,Female,Master’s Degree,1,Explore: Visit a park
4007.0,35.0,Other,Bachelor’s Degree,1,Explore: Hike
219.0,18.0,Transgender,Did Not Graduate HS,NA,Play: Visit a movie theater
107.0,23.0,Female,High School Grad,1,Play: Go shopping
283.0,22.0,Male,Did Not Graduate HS,1,Play: Visit a movie theater
4632.0,40.0,Female,Bachelor’s Degree,1,Play: Go shopping
185.0,22.0,NA,Other,0,Play: Visit a movie theater
696.0,27.0,Female,Bachelor’s Degree,1,Learn: Visit a library
181.0,22.0,Transgender,Did Not Graduate HS,1,Play: Visit a movie theater
2926.0,35.0,NA,Bachelor’s Degree,0,Stay in: Watch calming TV
187.0,22.0,Male,NA,NA,Play: Go shopping
4307.0,82.0,Other,Bachelor’s Degree,1,Play: Visit a movie theater
1302.0,82.0,Transgender,Bachelor’s Degree,0,Stay in: Watch calming TV
84.0,23.0,Non-binary,NA,1,Play: Go shopping
4663.0,43.0,NA,Master’s Degree,0,Play: Visit a movie theater
2462.0,29.0,Other,Master’s Degree,1,Stay in: Watch calming TV
303.0,42.0,NA,Master’s Degree,0,Stay in: Play a game
3483.0,36.0,Non-binary,Master’s Degree,NA,Learn: Visit a library
124.0,23.0,Non-binary,NA,0,Play: Go shopping
4340.0,37.0,Male,Bachelor’s Degree,1,Learn: Visit a library
4090.0,32.0,Female,Master’s Degree,1,Explore: Hike
2701.0,39.0,Male,Bachelor’s Degree,NA,Stay in: Play a game
243.0,20.0,NA,Did Not Graduate HS,0,Play: Go shopping
1013.0,63.0,Female,Bachelor’s Degree,1,Stay in: Play a game
2329.0,51.0,Non-binary,Bachelor’s Degree,NA,Stay in: Watch calming TV
1884.0,29.0,Non-binary,Master’s Degree,1,Learn: Visit a library
232.0,18.0,Other,Other,0,Play: Visit a movie theater
184.0,23.0,Transgender,Did Not Graduate HS,0,Play: Visit a movie theater
105.0,22.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
219.0,19.0,NA,High School Grad,1,Play: Go shopping
3797.0,33.0,Non-binary,Bachelor’s Degree,0,Stay in: Watch calming TV
2903.0,36.0,Female,Master’s Degree,1,Explore: Visit a park
4364.0,30.0,NA,Master’s Degree,1,Stay in: Watch calming TV
191.0,19.0,Female,Other,1,Play: Visit a movie theater
94.0,23.0,Male,NA,NA,Play: Visit a movie theater
796.0,26.0,NA,Bachelor’s Degree,NA,Stay in: Watch calming TV
291.0,20.0,Non-binary,High School Grad,0,Play: Visit a movie theater
190.0,21.0,Female,Other,1,Play: Go shopping
169.0,18.0,Female,NA,1,Play: Visit a movie theater
131.0,20.0,Transgender,Other,NA,Play: Visit a movie theater
37.0,18.0,Other,High School Grad,NA,Play: Visit a movie theater
269.0,23.0,Other,NA,1,Play: Go shopping
189.0,21.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
92.0,22.0,NA,High School Grad,NA,Play: Go shopping
163.0,19.0,Transgender,Other,1,Play: Visit a movie theater
912.0,63.0,Non-binary,Master’s Degree,NA,Explore: Go sightseeing
117.0,21.0,Non-binary,NA,NA,Play: Visit a movie theater
251.0,22.0,Transgender,NA,0,Play: Visit a movie theater
1240.0,54.0,Non-binary,Master’s Degree,NA,Stay in: Play a game
3156.0,60.0,Other,Master’s Degree,0,Stay in: Watch calming TV
224.0,18.0,Transgender,High School Grad,1,Play: Visit a movie theater
186.0,23.0,Male,Other,0,Play: Go shopping
2892.0,39.0,Transgender,Master’s Degree,0,Learn: Visit a library
295.0,21.0,NA,Other,0,Play: Visit a movie theater
12.0,22.0,Female,High School Grad,1,Play: Go shopping
2924.0,39.0,Male,Bachelor’s Degree,1,Learn: Visit a library
1647.0,75.0,NA,Bachelor’s Degree,1,Learn: Visit a library
1843.0,39.0,Male,Master’s Degree,1,Learn: Visit a library
3271.0,27.0,Other,Master’s Degree,NA,Stay in: Play a game
161.0,23.0,NA,Other,1,Play: Visit a movie theater
3309.0,26.0,NA,Master’s Degree,0,Stay in: Play a game
67.0,22.0,Female,Other,1,Play: Go shopping
48.0,18.0,Other,NA,1,Play: Visit a movie theater
1356.0,34.0,NA,Master’s Degree,0,Play: Visit a movie theater
2268.0,37.0,Other,Bachelor’s Degree,NA,Stay in: Color
9.0,20.0,Other,NA,1,Play: Visit a movie theater
46.0,22.0,Transgender,Did Not Graduate HS,0,Play: Go shopping
196.0,22.0,Male,High School Grad,0,Play: Go shopping
4147.0,26.0,Female,Bachelor’s Degree,1,Explore: Go sightseeing
152.0,20.0,Male,High School Grad,1,Play: Visit a movie theater
1939.0,30.0,Transgender,Bachelor’s Degree,1,Explore: Hike
1.0,20.0,Other,High School Grad,NA,Play: Go shopping
3779.0,39.0,Non-binary,Bachelor’s Degree,NA,Play: Go shopping
17.0,23.0,NA,High School Grad,1,Play: Go shopping
111.0,21.0,Other,NA,NA,Play: Visit a movie theater
4172.0,51.0,Other,Bachelor’s Degree,0,Stay in: Play a game
92.0,23.0,Non-binary,High School Grad,NA,Play: Go shopping
295.0,22.0,Other,NA,NA,Play: Go shopping
813.0,78.0,Female,Bachelor’s Degree,1,Learn: Visit a library
203.0,23.0,NA,NA,1,Play: Go shopping
4320.0,27.0,NA,Master’s Degree,1,Stay in: Color
29.0,18.0,NA,Other,0,Play: Go shopping
270.0,19.0,Male,Did Not Graduate HS,1,Play: Go shopping
279.0,18.0,NA,Did Not Graduate HS,1,Play: Visit a movie theater
176.0,20.0,Male,High School Grad,NA,Play: Visit a movie theater
10.0,19.0,Female,Other,1,Play: Go shopping
135.0,18.0,Male,NA,NA,Play: Visit a movie theater
283.0,22.0,NA,NA,1,Play: Visit a movie theater
3674.0,28.0,Other,Master’s Degree,0,Stay in: Watch calming TV
244.0,18.0,Other,NA,NA,Play: Go shopping
289.0,22.0,Female,NA,1,Play: Go shopping
2944.0,25.0,Male,Master’s Degree,NA,Explore: Go sightseeing
3200.0,34.0,Other,Bachelor’s Degree,0,Play: Visit a movie theater
84.0,19.0,NA,Did Not Graduate HS,NA,Play: Go shopping
233.0,18.0,Other,NA,0,Play: Go shopping
748.0,31.0,Non-binary,Bachelor’s Degree,1,Explore: Hike
62.0,22.0,Other,NA,0,Play: Go shopping
1469.0,42.0,Non-binary,Bachelor’s Degree,NA,Explore: Go sightseeing
238.0,20.0,Other,Did Not Graduate HS,1,Play: Go shopping
156.0,18.0,NA,Did Not Graduate HS,1,Play: Go shopping
164.0,20.0,Transgender,NA,0,Play: Go shopping
178.0,21.0,Male,Did Not Graduate HS,0,Play: Go shopping
1628.0,59.0,NA,Master’s Degree,1,Explore: Go sightseeing
256.0,23.0,Other,Did Not Graduate HS,1,Play: Visit a movie theater
296.0,20.0,NA,Did Not Graduate HS,1,Play: Go shopping
76.0,19.0,Non-binary,High School Grad,0,Play: Go shopping
1087.0,64.0,Transgender,Master’s Degree,NA,Learn: Visit a library
2562.0,36.0,Non-binary,Master’s Degree,1,Learn: Visit a library
1421.0,32.0,Non-binary,Master’s Degree,NA,Explore: Go sightseeing
3671.0,28.0,Non-binary,Master’s Degree,1,Play: Visit a movie theater
265.0,20.0,NA,Did Not Graduate HS,1,Play: Go shopping
19.0,18.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
775.0,60.0,Female,Master’s Degree,1,Stay in: Play a game
288.0,23.0,Male,High School Grad,0,Play: Go shopping
2739.0,46.0,Female,Bachelor’s Degree,1,Explore: Visit a park
185.0,18.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
3067.0,28.0,Male,Master’s Degree,0,Stay in: Color
17.0,18.0,Other,NA,1,Play: Go shopping
183.0,20.0,Male,High School Grad,NA,Play: Go shopping
248.0,19.0,Female,NA,1,Play: Visit a movie theater
75.0,20.0,Male,Other,NA,Play: Visit a movie theater
95.0,20.0,Male,Did Not Graduate HS,1,Play: Visit a movie theater
643.0,88.0,NA,Master’s Degree,NA,Explore: Hike
2719.0,58.0,Male,Bachelor’s Degree,0,Stay in: Play a game
4150.0,90.0,NA,Bachelor’s Degree,1,Stay in: Play a game
234.0,37.0,Non-binary,Other,0,Play: Go shopping
49.0,20.0,Other,High School Grad,NA,Play: Go shopping
2913.0,88.0,Female,Bachelor’s Degree,0,Explore: Visit a park
213.0,21.0,Transgender,NA,1,Play: Go shopping
424.0,25.0,Male,Bachelor’s Degree,0,Explore: Visit a park
243.0,22.0,Female,NA,1,Play: Visit a movie theater
1641.0,41.0,Transgender,Bachelor’s Degree,1,Play: Go shopping
153.0,21.0,Transgender,NA,1,Play: Visit a movie theater
1400.0,35.0,Female,Bachelor’s Degree,1,Explore: Visit a park
115.0,19.0,NA,Other,1,Play: Go shopping
1473.0,54.0,Transgender,Master’s Degree,NA,Stay in: Play a game
69.0,20.0,Other,Other,1,Play: Visit a movie theater
180.0,41.0,NA,NA,0,Learn: Visit a library
3291.0,26.0,Other,Master’s Degree,0,Stay in: Color
149.0,21.0,Other,High School Grad,NA,Play: Go shopping
43.0,22.0,NA,Other,0,Play: Go shopping
235.0,23.0,NA,Did Not Graduate HS,1,Play: Go shopping
200.0,20.0,Non-binary,NA,NA,Play: Visit a movie theater
2946.0,36.0,Non-binary,Bachelor’s Degree,NA,Play: Visit a movie theater
82.0,19.0,Transgender,Did Not Graduate HS,0,Play: Visit a movie theater
2618.0,40.0,Other,Bachelor’s Degree,0,Explore: Go sightseeing
215.0,22.0,Other,High School Grad,0,Play: Visit a movie theater
4763.0,33.0,Transgender,Bachelor’s Degree,1,Play: Go shopping
700.0,84.0,Other,Bachelor’s Degree,0,Explore: Hike
291.0,21.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
60.0,19.0,Transgender,Did Not Graduate HS,NA,Play: Go shopping
183.0,20.0,Male,High School Grad,NA,Play: Visit a movie theater
341.0,36.0,Female,Master’s Degree,1,Stay in: Watch calming TV
3965.0,36.0,Other,Bachelor’s Degree,1,Stay in: Play a game
82.0,19.0,Transgender,High School Grad,0,Play: Go shopping
136.0,18.0,Female,Other,1,Play: Visit a movie theater
2627.0,54.0,Other,Master’s Degree,1,Explore: Hike
263.0,20.0,Transgender,Other,1,Play: Visit a movie theater
142.0,23.0,Female,Other,1,Play: Visit a movie theater
130.0,18.0,Non-binary,Other,NA,Play: Go shopping
295.0,21.0,Other,Did Not Graduate HS,0,Play: Go shopping
1513.0,30.0,Male,Bachelor’s Degree,NA,Learn: Visit a library
1267.0,62.0,NA,Bachelor’s Degree,0,Stay in: Play a game
47.0,21.0,Non-binary,NA,1,Play: Go shopping
2834.0,70.0,Non-binary,Bachelor’s Degree,0,Explore: Hike
4597.0,41.0,Male,Master’s Degree,NA,Stay in: Play a game
261.0,22.0,Other,NA,1,Play: Visit a movie theater
4570.0,70.0,Male,Master’s Degree,1,Stay in: Watch calming TV
58.0,21.0,Male,Did Not Graduate HS,1,Play: Go shopping
2574.0,53.0,Female,Master’s Degree,1,Play: Go shopping
182.0,23.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
168.0,21.0,Male,Other,NA,Play: Go shopping
6.0,20.0,Female,Did Not Graduate HS,1,Play: Go shopping
4087.0,31.0,Other,Bachelor’s Degree,0,Stay in: Color
189.0,18.0,Transgender,Other,NA,Play: Visit a movie theater
296.0,19.0,Other,Other,NA,Play: Go shopping
3294.0,34.0,Non-binary,Master’s Degree,NA,Explore: Hike
242.0,19.0,NA,Other,1,Play: Visit a movie theater
4097.0,63.0,Non-binary,Bachelor’s Degree,0,Explore: Go sightseeing
233.0,27.0,NA,Other,1,Play: Visit a movie theater
2220.0,78.0,Other,Bachelor’s Degree,0,Explore: Hike
116.0,22.0,Female,NA,1,Play: Go shopping
141.0,19.0,Other,NA,NA,Play: Visit a movie theater
2199.0,61.0,Transgender,Master’s Degree,0,Learn: Visit a library
131.0,19.0,Transgender,NA,NA,Play: Visit a movie theater
67.0,23.0,Non-binary,High School Grad,1,Play: Go shopping
287.0,70.0,NA,NA,1,Stay in: Play a game
19.0,20.0,NA,Other,NA,Play: Visit a movie theater
4128.0,38.0,Male,Master’s Degree,1,Stay in: Play a game
17.0,18.0,Non-binary,High School Grad,1,Play: Go shopping
3398.0,54.0,Transgender,Bachelor’s Degree,1,Stay in: Color
13.0,19.0,Other,NA,NA,Play: Visit a movie theater
92.0,35.0,Transgender,High School Grad,NA,Stay in: Watch calming TV
335.0,30.0,Female,Bachelor’s Degree,1,Explore: Visit a park
2282.0,90.0,Non-binary,Bachelor’s Degree,0,Explore: Visit a park
3921.0,69.0,Other,Bachelor’s Degree,0,Explore: Visit a park
16.0,20.0,Other,High School Grad,NA,Play: Visit a movie theater
1149.0,43.0,Other,Master’s Degree,NA,Explore: Go sightseeing
219.0,19.0,Other,High School Grad,NA,Play: Visit a movie theater
1988.0,42.0,Non-binary,Master’s Degree,0,Learn: Visit a library
4488.0,30.0,Non-binary,Bachelor’s Degree,1,Play: Visit a movie theater
99.0,22.0,Other,Did Not Graduate HS,1,Play: Visit a movie theater
462.0,39.0,Other,Master’s Degree,0,Explore: Visit a park
212.0,21.0,Other,High School Grad,NA,Play: Visit a movie theater
3276.0,42.0,Female,Bachelor’s Degree,1,Stay in: Color
1743.0,35.0,NA,Master’s Degree,0,Play: Visit a movie theater
71.0,21.0,Other,Did Not Graduate HS,0,Play: Go shopping
11.0,19.0,Non-binary,NA,NA,Play: Go shopping
189.0,18.0,NA,Did Not Graduate HS,0,Play: Go shopping
3819.0,30.0,Male,Master’s Degree,NA,Explore: Go sightseeing
94.0,22.0,Non-binary,NA,0,Play: Go shopping
56.0,22.0,Male,Did Not Graduate HS,NA,Play: Visit a movie theater
4349.0,32.0,Transgender,Bachelor’s Degree,0,Stay in: Watch calming TV
233.0,23.0,Female,NA,1,Play: Go shopping
4.0,20.0,Other,NA,0,Play: Go shopping
3282.0,52.0,NA,Master’s Degree,NA,Explore: Visit a park
144.0,23.0,Male,High School Grad,1,Play: Go shopping
17.0,18.0,Female,High School Grad,1,Play: Visit a movie theater
699.0,29.0,Non-binary,Master’s Degree,1,Play: Go shopping
18.0,19.0,Other,Other,0,Play: Visit a movie theater
2969.0,47.0,Female,Master’s Degree,1,Learn: Visit a library
1722.0,51.0,Male,Bachelor’s Degree,1,Stay in: Play a game
15.0,19.0,Other,NA,1,Play: Visit a movie theater
139.0,20.0,Non-binary,Other,1,Play: Visit a movie theater
1723.0,26.0,Other,Bachelor’s Degree,NA,Stay in: Color
240.0,20.0,Transgender,Other,NA,Play: Go shopping
2080.0,27.0,NA,Bachelor’s Degree,0,Stay in: Color
169.0,22.0,Transgender,Did Not Graduate HS,NA,Play: Go shopping
105.0,19.0,NA,Did Not Graduate HS,1,Play: Go shopping
172.0,21.0,Female,Other,1,Play: Visit a movie theater
4459.0,32.0,Male,Master’s Degree,0,Learn: Visit a library
234.0,22.0,Transgender,Other,NA,Play: Go shopping
4369.0,32.0,Transgender,Bachelor’s Degree,1,Play: Go shopping
256.0,18.0,Other,Did Not Graduate HS,0,Play: Go shopping
4942.0,25.0,NA,Master’s Degree,1,Stay in: Watch calming TV
164.0,18.0,Non-binary,High School Grad,0,Play: Visit a movie theater
9.0,19.0,Female,High School Grad,1,Play: Go shopping
3326.0,40.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
3890.0,38.0,Non-binary,Bachelor’s Degree,NA,Explore: Visit a park
788.0,61.0,NA,Master’s Degree,0,Stay in: Color
64.0,20.0,Non-binary,Other,NA,Play: Visit a movie theater
3657.0,41.0,Other,Bachelor’s Degree,0,Explore: Go sightseeing
148.0,21.0,Other,NA,0,Play: Go shopping
62.0,18.0,Male,NA,NA,Play: Go shopping
167.0,19.0,NA,Other,0,Play: Go shopping
237.0,19.0,Female,High School Grad,1,Play: Visit a movie theater
124.0,23.0,NA,Did Not Graduate HS,NA,Play: Visit a movie theater
174.0,21.0,Female,NA,1,Play: Visit a movie theater
90.0,21.0,Other,Other,1,Play: Go shopping
62.0,23.0,Male,NA,1,Play: Go shopping
2544.0,81.0,Non-binary,Master’s Degree,NA,Play: Go shopping
33.0,19.0,NA,NA,1,Play: Go shopping
303.0,33.0,Non-binary,Bachelor’s Degree,NA,Play: Go shopping
211.0,23.0,NA,Did Not Graduate HS,1,Play: Go shopping
34.0,22.0,NA,Master’s Degree,NA,Play: Go shopping
3547.0,42.0,Female,Bachelor’s Degree,1,Play: Visit a movie theater
29.0,21.0,NA,High School Grad,0,Play: Go shopping
84.0,19.0,Female,Other,1,Play: Visit a movie theater
270.0,22.0,Non-binary,NA,1,Play: Go shopping
34.0,22.0,Transgender,NA,0,Play: Go shopping
107.0,21.0,Other,Other,1,Play: Go shopping
18.0,21.0,NA,Did Not Graduate HS,1,Play: Go shopping
915.0,29.0,Female,Master’s Degree,1,Explore: Hike
297.0,23.0,Non-binary,Did Not Graduate HS,1,Play: Visit a movie theater
228.0,18.0,Female,High School Grad,1,Play: Visit a movie theater
631.0,81.0,NA,Bachelor’s Degree,NA,Learn: Visit a library
2357.0,82.0,NA,Bachelor’s Degree,0,Explore: Visit a park
108.0,23.0,Female,Did Not Graduate HS,1,Play: Go shopping
24.0,21.0,Other,Other,NA,Play: Visit a movie theater
1124.0,49.0,Female,Master’s Degree,1,Explore: Hike
2886.0,37.0,Male,Master’s Degree,NA,Explore: Hike
128.0,22.0,NA,NA,0,Play: Go shopping
1816.0,73.0,Male,Bachelor’s Degree,1,Play: Go shopping
4782.0,25.0,Non-binary,Bachelor’s Degree,0,Learn: Visit a library
3078.0,30.0,Non-binary,Master’s Degree,NA,Explore: Go sightseeing
17.0,23.0,Transgender,NA,NA,Play: Visit a movie theater
100.0,20.0,Female,Did Not Graduate HS,1,Play: Go shopping
1606.0,32.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
100.0,23.0,Transgender,NA,1,Play: Visit a movie theater
615.0,52.0,Non-binary,Master’s Degree,1,Learn: Visit a library
103.0,19.0,Transgender,Other,NA,Play: Go shopping
319.0,86.0,Other,Master’s Degree,NA,Play: Go shopping
784.0,43.0,Transgender,Master’s Degree,NA,Learn: Visit a library
2131.0,71.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
2116.0,28.0,Female,Bachelor’s Degree,1,Learn: Visit a library
277.0,23.0,Transgender,Other,1,Play: Visit a movie theater
273.0,18.0,Female,NA,1,Play: Visit a movie theater
599.0,26.0,Male,Master’s Degree,1,Explore: Visit a park
246.0,23.0,NA,Other,0,Play: Go shopping
2570.0,41.0,Male,Bachelor’s Degree,0,Play: Visit a movie theater
3373.0,69.0,Non-binary,Bachelor’s Degree,1,Stay in: Color
1651.0,35.0,Other,Master’s Degree,1,Play: Go shopping
89.0,19.0,Transgender,Did Not Graduate HS,1,Play: Go shopping
129.0,22.0,Other,High School Grad,0,Play: Visit a movie theater
94.0,22.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
297.0,58.0,Non-binary,Did Not Graduate HS,0,Stay in: Play a game
